Date_extraction|Status|Name_of_data_flow|Type_of_request|value_of_the_parameter|Run_number|Area_Level1|Value_extracted1|Value_extracted2|Value_extracted3|Value_extracted4|EudraCT-number|Sponsor-protocol-number|Start-date|Sponsor-name|Full-tittle|Medical-condition|Disease-version|Disease-soc-term|Disease-classification-code|Disease-term|Disease-level|Population-age|Gender|Trial-protocol|Trial results
20170102_004904|0|Clinicaltrials|nc|takeda|93|Total number of trials|nc|nc|nc|nc|2005-004798-60|CL3-00780-148|Information not available in EudraCT|I.R.I.S. Institut de Recherches Internationales Servier|A one-year multicentre, international, randomised, double-blind study with comparison of benfluorex (150 mg od to 150 mg tid) versus pioglitazone (30 mg od to 45 mg od) in combination with sulfonyl...|Type II Diabetes|7.0| |10012613| |PT|Adults, Elderly|Male, Female|DE (Completed) CZ (Completed) |View results

20170102_004904|0|Clinicaltrials|nc|takeda|94|Total number of trials|nc|nc|nc|nc|2014-005443-40|2014-100756|2015-07-15|Academic Medical Center/ Gastroenterology|An open label observational phase 4 study to Evaluate Efficacy, Safety and Mucosal Healing of early versus late use of vedolizumab in ulcerative colitis|Ulcerative colitis| | | | | |Adults, Elderly|Male, Female|NL (Ongoing) BE (Ongoing) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|95|Total number of trials|nc|nc|nc|nc|2014-001786-26|3004|2014-07-02|Steno Diabetes Center|A randomised, doublet blinded, placebo controlled cross-over study of Allopurinols effect to prevent loss of kidney function in type 1 diabetes|Type 1 diabetes and microalbuminuria.|18.0|100000004848|10037827|Raised serum uric acid|LLT|Adults, Elderly|Male, Female|DK (Completed) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|96|Total number of trials|nc|nc|nc|nc|2005-002109-22|02/05/Hü|2005-12-01|Medical University of Vienna|Comparative Effects of Telmisartan and Candesartan on glucose metabolism in patients with chronic heart failure|both investigated drugs are well established in the treatment of heart failure or hypertension respectively. As the investigateed Patients have this conditions according to the inclusion criteria, ...| | | | | |Adults, Elderly|Male, Female|AT (Completed) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|97|Total number of trials|nc|nc|nc|nc|2004-004351-20|TAK-375/EC302|2005-12-29|Takeda Global R&D Centre (Europe)|A randomised, double-blind, placebo-controlled study to determine the long-term efficacy and safety of ramelteon in adults with chronic insomnia.|Chronic insomnia|8| |10053851| |LLT|Adults, Elderly|Male, Female|DE (Completed) FI (Completed) AT (Completed) CZ (Ongoing) |View results

20170102_004904|0|Clinicaltrials|nc|takeda|98|Total number of trials|nc|nc|nc|nc|2006-001398-44|PR 2006-04|2006-06-13|Barts and The London NHS Trust|The use of Peroxisome Proliferator Activator Receptor Agonists in the management of Androgen Independent Prostate Cancer|The use of Peroxisome Proliferator Activator Receptor Agonists in the management of Androgen Independent Prostate Cancer. Open-labeled, non-randomised clinical trial in patients with androgen indep...| | | | | |Adolescents, Under 18, Adults, Elderly|Male|GB (Ongoing) |View results

20170102_004904|0|Clinicaltrials|nc|takeda|99|Total number of trials|nc|nc|nc|nc|2016-002374-12|v2_29.05.2016|2016-12-23|Helsinki University Central Hospital/ Women's hospital|Oxycodone compared to meperidine in the treatment of labour pain|Labour pain|19.0|100000004868|10023554|Labour pains stopped|LLT|Adults|Female|FI (Ongoing) |(No results available)

20170102_004904|4|Clinicaltrials|nc|takeda|100|Total number of trials|nc|nc|nc|nc|2007-005687-27|TAK-242_301|2008-08-06|Takeda Global Research & Development Centre (Europe), Ltd. [...] 1. Takeda Global Research & Development Centre (Europe), Ltd. 2. Takeda Global Research & Development Centre (Europe), Ltd.|A Randomized, Double-Blind, Placebo-Controlled Study of the Efficacy and Safety of TAK-242 Versus Placebo in Subjects With Sepsis Induced Cardiovascular and Respiratory Failure|Septic shock and respiratory failure.|9.1| |10040070|Septic shock|PT|Adults, Elderly|Male, Female|GB (Temporarily Halted) BE (Completed) FI (Completed) CZ (Prematurely Ended) HU (Prematurely Ended) FR (Ongoing) AT (Prematurely Ended) NL (Prematurely Ended) SE (Prematurely Ended) DE (Prematurely Ended) ES (Ongoing) |View results

20170102_004904|4|Clinicaltrials|nc|takeda|100|Total number of trials|nc|nc|nc|nc|2007-005687-27|TAK-242_301|2008-08-06|Takeda Global Research & Development Centre (Europe), Ltd. [...] 1. Takeda Global Research & Development Centre (Europe), Ltd. 2. Takeda Global Research & Development Centre (Europe), Ltd.|A Randomized, Double-Blind, Placebo-Controlled Study of the Efficacy and Safety of TAK-242 Versus Placebo in Subjects With Sepsis Induced Cardiovascular and Respiratory Failure|Septic shock and respiratory failure.|9.1| |10038695|Respiratory failure|PT|Adults, Elderly|Male, Female|GB (Temporarily Halted) BE (Completed) FI (Completed) CZ (Prematurely Ended) HU (Prematurely Ended) FR (Ongoing) AT (Prematurely Ended) NL (Prematurely Ended) SE (Prematurely Ended) DE (Prematurely Ended) ES (Ongoing) |View results

20170102_004904|0|Clinicaltrials|nc|takeda|101|Total number of trials|nc|nc|nc|nc|2012-001357-10|TAK-375SL_301|2012-11-14|Takeda Global Research & Development Centre (Europe) Ltd (TGRD)|A Randomized, Double-Blind, Placebo-Controlled, Phase 3 Study to Evaluate the Efficacy and Safety of Once a Day, TAK-375 (Ramelteon) Tablet for Sublingual Administration (TAK-375SL Tablet) 0.1 mg a...|Acute Depressive Episodes associated with Bipolar 1 Disorder|15.0|10037175 - Psychiatric disorders|10004939|Bipolar I disorder|PT|Adults, Elderly|Male, Female|GB (Ongoing) DE (Prematurely Ended) CZ (Prematurely Ended) PL (Prematurely Ended) BG (Prematurely Ended) |View results

20170102_004904|0|Clinicaltrials|nc|takeda|102|Total number of trials|nc|nc|nc|nc|2008-008127-15|1264.3|2010-07-16|Boehringer Ingelheim RCV Gmbh|A randomised, double-blind parallel group study to compare the efficacy and safety of initial combination therapy with linagliptin 5 mg + pioglitazone 15 mg, 30 mg, or 45 mg, vs. monotherapy with p...|type 2 diabetes mellitus|14.0|10027433 - Metabolism and nutrition disorders|10067585|Type 2 diabetes mellitus|PT|Adults, Elderly|Male, Female|LV (Completed) DE (Completed) EE (Completed) ES (Completed) GB (Ongoing) |View results

20170102_004904|0|Clinicaltrials|nc|takeda|103|Total number of trials|nc|nc|nc|nc|2011-000220-16|TAK-491CLD_307|2011-07-14|Takeda Global Research & Development Centre (Europe) Ltd.|A Phase-3 Randomized, Double-Blind, Efficacy and Safety Study Evaluating the Fixed Dose Combinations of TAK-491 Plus Chlorthalidone (40/12.5 mg and 40/25 mg) in Subjects With Grades 2 or 3 Essentia...|Essential Hypertension|14.1|10047065 - Vascular disorders|10015488|Essential hypertension|PT|Adults, Elderly|Male, Female|EE (Completed) NL (Completed) DE (Completed) SK (Completed) SE (Completed) ES (Completed) GB (Completed) PL (Completed) LT (Completed) HU (Completed) IT (Completed) |View results

20170102_004904|0|Clinicaltrials|nc|takeda|104|Total number of trials|nc|nc|nc|nc|2006-007027-14|C06-27|2007-11-27|INSERM|Influence du traitement par Pioglitazone sur l'Ostéoprotégérine dans le diabète de tye II|Diabète de type II|9.1| |10045242|Type II diabetes mellitus|LLT|Adults, Elderly|Male, Female|FR (Ongoing) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|105|Total number of trials|nc|nc|nc|nc|2007-004699-38|RCCC10|Information not available in EudraCT|Klinikum der Universität Regensburg|A prospective phase I/II, one-arm, multi-center, open label study of pioglitazone in combination with sorafenib and low dose IFN alpha in metastatic, non-resectable renal clear cell carcinoma|To investigate the effect of an anti-inflammatory therapy consisting of pioglitazone (Actos) in combination with an angiostatic treatment with sorafenib (Nexavar) and Interferin-Alpha (Roferon) on ...|9.1| |10038416|Renal clear cell carcinoma|LLT|Adults, Elderly|Male, Female|DE (Completed) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|106|Total number of trials|nc|nc|nc|nc|2010-019810-26|1968|2011-09-09|King's College Hospital Foundtion NHS Trust|A randomised controlled trial to investigate the effects of the use of pre-operative GnRH analogue and intra-operative mechanical tourniquet for myomectomy on surgical blood loss, future fertility ...|Uterine Fiboids|14.1|10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)|10046784|Uterine fibroids|LLT|Adults|Female|GB (Ongoing) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|107|Total number of trials|nc|nc|nc|nc|2014-002039-32|PlenadrEMA/1.1/2014|2014-09-02|Rigshospitalet, Copenhagen University Hospital|PlenadrEMA study - Effect of modified-release compared to conventional hydrocortisone on fatigue, measured by Ecological Momentary Assessments; a pilot study to assess feasibility, responsiveness o...|Secondary adrenal insufficiency due to hypopituitarism|17.0|100000004860|10052382|Secondary adrenal insufficiency|LLT|Adults, Elderly|Male, Female|DK (Ongoing) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|108|Total number of trials|nc|nc|nc|nc|2006-000218-19|CSTI571BDE59|2008-05-21|Novartis Pharma GmbH|A single stage phase II, multi-centre, open label study of Glivec in combination with pioglitazone, etoricoxib, dexamethasone and low-dose treosulfane for anti-inflammatory and angiostatic treatmen...|prostrate carcinoma|14.0|10029104 - Neoplasms benign, malignant and unspecified (incl cysts and polyps)|10036921|Prostate carcinoma|LLT|Adults, Elderly|Male|DE (Completed) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|109|Total number of trials|nc|nc|nc|nc|2011-002611-29|MEL001|2012-04-04|Freistaat Bayern|A prospective phase I and consecutive phase II, twoarm, randomized multi-center trial of temsirolimus in combination with pioglitazone, etoricoxib and metronomic low-dose trofosfamide versus dac...|metastatic melanoma or metastatic uveal carcinoma| | | | | |Adults, Elderly|Male, Female|DE (Ongoing) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|110|Total number of trials|nc|nc|nc|nc|2013-003464-31|BIOS-13-004|2014-02-21|Ethicon Inc|A Single-blinded, Randomized, Controlled, Comparative Phase III Study Evaluating the Safety and Effectiveness of EVARREST™ Fibrin Sealant Patch as an Adjunct to Hemostasis During Cardiovascular Sur...|subjects undergoing major aortic surgery, including ascending, arch, or descending aorta replacement, requiring adjunctive support for hemostasis at the anastomotic suture line| | | | | |Adults, Elderly|Male, Female|GB (Ongoing) BE (Completed) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|111|Total number of trials|nc|nc|nc|nc|2004-001720-21|TAK-013/EC301|2004-12-24|Takeda Europe R&D Centre Ltd|A Phase III, multi-center, randomized, double-blind comparator study to evaluate the efficacy and safety of 50 mg and 100 mg of TAK-013 tablets administered twice daily versus 3.75mg of Leuprolide ...|Endometriosis|7| |10014778| |LLT|Adults|Female|GB (Ongoing) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|112|Total number of trials|nc|nc|nc|nc|2008-005810-39|CSPH100ADE01|2009-02-20|Novartis Pharma GmbH|An open-label, multicenter study to evaluate the efficacy and safety of a 4 week therapy with the aliskiren 300 mg plus hydrochlorothiazide 25 mg in hypertensive patients not adequately responding ...|Hypertensive patients not adequately responding to a 4 week therapy with candesartan 32 mg plus hydrochlorothiazide 25 mg|9.1| |10015488|Essential hypertension|LLT|Adults, Elderly|Male, Female|DE (Completed) |View results

20170102_004904|0|Clinicaltrials|nc|takeda|113|Total number of trials|nc|nc|nc|nc|2014-004493-42|L-CP07-167|2014-12-03|Abbvie previously known as Abbott|A Phase 3, Randomized, Multi-Center, Open-Label Study to Evaluate the Efficacy and Safety of Leuprolide Acetate 11.25 and 30 mg Formulations in Children with Central Precocious Puberty|Central Precocious Puberty|17.1|100000004860|10073186|Central precocious puberty|LLT|Infants and toddlers, Children, Under 18|Male, Female| |View results

20170102_004904|0|Clinicaltrials|nc|takeda|114|Total number of trials|nc|nc|nc|nc|2014-004494-16|L-CP07-177|2014-12-03|Abbvie previously known as Abbott|A 36 Month, Multi-Center, Open-Label Extension Study to Evaluate the Safety of Leuprolide Acetate 11.25 mg and 30 mg Formulations in Children with Central Precocious Puberty|Central Precocious Puberty|17.1|100000004860|10073186|Central precocious puberty|LLT|Children, Under 18|Male, Female| |View results

20170102_004904|4|Clinicaltrials|nc|takeda|115|Total number of trials|nc|nc|nc|nc|2010-022257-41|Lu AA21004/CCT-002|2010-12-07|Takeda Global Research and Development Centre (Europe) Ltd.|A Multinational, Randomized, Double-Blind, Placebo-Controlled, Dose Ranging Study to Assess the Efficacy and Safety of Lu AA21004 in Patients with Major Depressive Disorder|major depressive disorder (MDD)|12.1| |10025454|Major depressive disorder, recurrent episode|LLT|Adults|Male, Female|LV (Ongoing) DE (Completed) FI (Completed) RO (Ongoing) |View results

20170102_004904|4|Clinicaltrials|nc|takeda|115|Total number of trials|nc|nc|nc|nc|2010-022257-41|Lu AA21004/CCT-002|2010-12-07|Takeda Global Research and Development Centre (Europe) Ltd.|A Multinational, Randomized, Double-Blind, Placebo-Controlled, Dose Ranging Study to Assess the Efficacy and Safety of Lu AA21004 in Patients with Major Depressive Disorder|major depressive disorder (MDD)|12.1| |10025463|Major depressive disorder, single episode|LLT|Adults|Male, Female|LV (Ongoing) DE (Completed) FI (Completed) RO (Ongoing) |View results

20170102_004904|0|Clinicaltrials|nc|takeda|116|Total number of trials|nc|nc|nc|nc|2007-006744-21|DE-PIO-029|2008-04-28|Takeda Pharma GmbH|Comparison of the Effects of Pioglitazone vs. Placebo when given in addition to Standard Insulin Treatment in Patients with Type 2 Diabetes Mellitus and Renal Failure – The PIOren Study|The study population will consist of insufficiently controlled patients with type 2 diabetes with renal failure requiring dialysis|14.1|100000004861|10045242|Type II diabetes mellitus|LLT|Adults, Elderly|Male, Female|DE (Completed) |View results

20170102_004904|0|Clinicaltrials|nc|takeda|117|Total number of trials|nc|nc|nc|nc|2007-001771-11|0431-061|2007-07-02|MERCK SHARP DOHME|A Phase I Double-Blind, Randomized, Placebo-Controlled Clinical Trial to Study the Safety, Efficacy, and Mechanism of Action of Sitagliptin and Pioglitazone in Patients With Type 2 Diabetes Mell...|Type 2 diabetes mellitus|9.1| |10012613|Diabetes mellitus non-insulin-dependent|LLT|Adults, Elderly|Male, Female|IT (Completed) |View results

20170102_004904|0|Clinicaltrials|nc|takeda|118|Total number of trials|nc|nc|nc|nc|2015-005776-24|MRY-IIA-2015-01|2016-10-27|Dr. Manuel Rodríguez Yáñez|Intensive treatment of blood pressure in acute ischemic stroke. TICA 2 study.|Acute ischemic stroke|19.0|100000004852|10055221|Ischemic stroke|LLT|Adults, Elderly|Male, Female|ES (Ongoing) |(No results available)

20170102_004904|4|Clinicaltrials|nc|takeda|119|Total number of trials|nc|nc|nc|nc|2009-009157-24|BC21893|2009-06-29|F. Hoffmann-La Roche Ltd|Estudio multicéntrico, randomizado, doble ciego, con doble enmascaramiento,  controlado frente a un comparador activo para evaluar la eficacia, seguridad y tolerancia de taspoglutida (RO5073031) co...|Pacientes con diabetes mellitus tipo 2 Patients with Type 2 diabetes|9.1| |10012601|Diabetes mellitus|LLT|Adults, Elderly|Male, Female|ES (Prematurely Ended) GB (Prematurely Ended) DE (Prematurely Ended) PL (Prematurely Ended) SK (Prematurely Ended) IT (Prematurely Ended) FR (Ongoing) |View results

20170102_004904|4|Clinicaltrials|nc|takeda|119|Total number of trials|nc|nc|nc|nc|2009-009157-24|BC21893|2009-06-29|F. Hoffmann-La Roche Ltd|Estudio multicéntrico, randomizado, doble ciego, con doble enmascaramiento,  controlado frente a un comparador activo para evaluar la eficacia, seguridad y tolerancia de taspoglutida (RO5073031) co...|Pacientes con diabetes mellitus tipo 2 Patients with Type 2 diabetes|9| |10012602|Diabetes mellitus (incl subtypes)|HLT|Adults, Elderly|Male, Female|ES (Prematurely Ended) GB (Prematurely Ended) DE (Prematurely Ended) PL (Prematurely Ended) SK (Prematurely Ended) IT (Prematurely Ended) FR (Ongoing) |View results

20170102_004904|0|Clinicaltrials|nc|takeda|120|Total number of trials|nc|nc|nc|nc|2006-006025-73|01-06-TL-322OPI-004|2007-04-18|Takeda Global Research & Development Centre (Europe) Limited,|A Multicenter, Randomized, Double-Blind Study to Determine the Efficacy and Safety of the Addition of SYR-322 25 mg versus Dose Titration from 30 mg to 45 mg of ACTOS® Pioglitazone HCl in Subjects ...|Type II Diabetes Mellitus|9.1| |10012614|Diabetes mellitus NOS|LLT|Adults, Elderly|Male, Female|FI (Completed) GB (Ongoing) FR (Ongoing) BE (Completed) DE (Completed) NL (Prematurely Ended) AT (Completed) ES (Ongoing) GR (Prematurely Ended) IT (Completed) |View results

20170102_004904|4|Clinicaltrials|nc|takeda|121|Total number of trials|nc|nc|nc|nc|2015-000482-31|MLN0002SC-3030|2016-01-22|Takeda Development Centre Europe, Ltd.|A Phase 3b Open-label Study to Determine the Long-term Safety and Efficacy of Vedolizumab Subcutaneous in Subjects with Ulcerative Colitis and Crohn’s Disease|Ulcerative Colitis Crohn’s Disease|18.1|10017947 - Gastrointestinal disorders|10011401|Crohn's disease|PT|Adults, Elderly|Male, Female|SK (Ongoing) CZ (Ongoing) NL (Ongoing) BG (Ongoing) GB (Ongoing) DE (Ongoing) BE (Ongoing) SE (Ongoing) DK (Ongoing) LT (Ongoing) ES (Ongoing) HU (Ongoing) HR (Ongoing) |(No results available)

20170102_004904|4|Clinicaltrials|nc|takeda|121|Total number of trials|nc|nc|nc|nc|2015-000482-31|MLN0002SC-3030|2016-01-22|Takeda Development Centre Europe, Ltd.|A Phase 3b Open-label Study to Determine the Long-term Safety and Efficacy of Vedolizumab Subcutaneous in Subjects with Ulcerative Colitis and Crohn’s Disease|Ulcerative Colitis Crohn’s Disease|18.1|10017947 - Gastrointestinal disorders|10045365|Ulcerative colitis|LLT|Adults, Elderly|Male, Female|SK (Ongoing) CZ (Ongoing) NL (Ongoing) BG (Ongoing) GB (Ongoing) DE (Ongoing) BE (Ongoing) SE (Ongoing) DK (Ongoing) LT (Ongoing) ES (Ongoing) HU (Ongoing) HR (Ongoing) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|122|Total number of trials|nc|nc|nc|nc|2004-000775-34|01-04-TL-475-002|2004-11-17|Takeda Europe R&D Centre Ltd|A double-blind, randomised, parallel group study to evaluate the safety, tolerability and efficacy of TAK-475 alone or co-administered with atorvastatin in patients with primary dyslipidemia|Treatment of patients with primary dyslipidemia|7| |10058108| |PT|Adults, Elderly|Male, Female|HU (Completed) LT (Completed) CZ (Completed) EE (Completed) SK (Completed) LV (Completed) GB (Ongoing) |View results

20170102_004904|4|Clinicaltrials|nc|takeda|123|Total number of trials|nc|nc|nc|nc|2010-023098-21|TAK-491CLD_309|2011-03-09|Takeda Global Research & Development Centre (Europe) Ltd.|A Randomized, Open-Label, Phase 3 Study to Compare Long-Term Safety and Tolerability of the TAK-491 and Chlorthalidone Fixed-Dose Combination Versus Olmesartan Medoxomil and Hydrochlorothiazide Fix...|Hypertensive Subjects With Moderate Renal Impairment|12.1| |10062237|Renal impairment|LLT|Adults, Elderly|Male, Female|LT (Completed) LV (Completed) NL (Completed) DE (Completed) BG (Completed) |View results

20170102_004904|4|Clinicaltrials|nc|takeda|123|Total number of trials|nc|nc|nc|nc|2010-023098-21|TAK-491CLD_309|2011-03-09|Takeda Global Research & Development Centre (Europe) Ltd.|A Randomized, Open-Label, Phase 3 Study to Compare Long-Term Safety and Tolerability of the TAK-491 and Chlorthalidone Fixed-Dose Combination Versus Olmesartan Medoxomil and Hydrochlorothiazide Fix...|Hypertensive Subjects With Moderate Renal Impairment|12.1| |10020772|Hypertension|LLT|Adults, Elderly|Male, Female|LT (Completed) LV (Completed) NL (Completed) DE (Completed) BG (Completed) |View results

20170102_004904|0|Clinicaltrials|nc|takeda|124|Total number of trials|nc|nc|nc|nc|2008-002768-32|MM03|2009-06-08|Freistaat Bayern|A prospective phase I/II, one-arm, one-stage multi-center, open label study of lenalidomide in combination with pioglitazone, dexamethasone and metronomic low-dose chemotherapy with treosulfan in p...|Multiple myeloma|18.1|100000004864|10028228|Multiple myeloma|LLT|Adults, Elderly|Male, Female|DE (Ongoing) |(No results available)

20170102_004904|4|Clinicaltrials|nc|takeda|125|Total number of trials|nc|nc|nc|nc|2007-003070-26|BLO K026 (D-CAN-546)|2008-08-13|Takeda Pharma GmbH|Candesartan “added” therapy for treatment optimization of symptomatic heart failure with diastolic dysfunction in diabetic and hypertensive patients. A randomized, placebo-controlled, double-blind,...|Symptomatic heart failure with diastolic dysfunction in diabetic and hypertensive patients|9.1| |10019279|Heart failure|LLT|Adults, Elderly|Male, Female|DE (Prematurely Ended) |View results

20170102_004904|4|Clinicaltrials|nc|takeda|125|Total number of trials|nc|nc|nc|nc|2007-003070-26|BLO K026 (D-CAN-546)|2008-08-13|Takeda Pharma GmbH|Candesartan “added” therapy for treatment optimization of symptomatic heart failure with diastolic dysfunction in diabetic and hypertensive patients. A randomized, placebo-controlled, double-blind,...|Symptomatic heart failure with diastolic dysfunction in diabetic and hypertensive patients|9.1| |10052337|Diastolic dysfunction|LLT|Adults, Elderly|Male, Female|DE (Prematurely Ended) |View results

20170102_004904|0|Clinicaltrials|nc|takeda|126|Total number of trials|nc|nc|nc|nc|2008-005030-73|AVD111960|2009-11-11|GlaxoSmithKline|Thiazolidinedione Intervention with vitamin D Evaluation (TIDE) A Multicenter Randomized Double-Blind Placebo-Controlled Trial of a Thiazolidinedione or Placebo and of Vitamin D or Placebo In Peopl...|- Incidence of CV outcomes compared to placebo for the TZD class as a whole, rosiglitazone (RSG), and pioglitazone (PIO) when added to the therapeutic regimen of a person with type 2 diabetes who h...|9.1| |10012601|Diabetes mellitus|PT|Adults, Elderly|Male, Female|SE (Prematurely Ended) CZ (Prematurely Ended) NL (Ongoing) DE (Completed) DK (Prematurely Ended) SK (Prematurely Ended) FR (Ongoing) LV (Prematurely Ended) IE (Completed) IT (Prematurely Ended) FI (Temporarily Halted) GB (Prematurely Ended) GR (Prematurely Ended) |View results

20170102_004904|0|Clinicaltrials|nc|takeda|127|Total number of trials|nc|nc|nc|nc|2007-007075-16|GE07-12|2008-12-01|VU university medical center|The effect of peroxisome proliferator activator receptor γ agonist pre-treatment on pegylated interferon-α2a and ribavirin efficacy in hepatitis C patients, previously resistant to treatment with p...|Chronic hepatitis C infection|9.1| |10008912|Chronic hepatitis C|LLT|Adults, Elderly|Male, Female|NL (Ongoing) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|128|Total number of trials|nc|nc|nc|nc|2008-008722-73|PPP/2008|2009-04-20|AZIENDA OSPEDALIERA PISANA|ROLE OF PAROXETINE AS ADD-ON THERAPY TO GNRH AGONIST IN THE TREATMENT OF ENDOMETRIOSIS-RELATED CHRONIC PELVIC PAIN|Endometriosis-associated pelvic pain|9.1| |10014778|Endometriosis|LLT|Adults|Female|IT (Ongoing) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|129|Total number of trials|nc|nc|nc|nc|2006-004467-65|DNTx|2007-04-24|Technical University Dresden|Influence of pioglitazone for renal transplant function in diabetics|nephropathy after renal transplantation in patients with type 2 diabetes|8.1| |10061835|Diabetic nephropathy|LLT|Adults, Elderly|Male, Female|DE (Completed) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|130|Total number of trials|nc|nc|nc|nc|2007-003152-10|Verges Hors AOI 2007|2007-10-10|CHU DIJON|Influence du traitement par glitazones sur les Phospholipases A2 et sur l'effet des Lipoprotéines de haute densité (HDL) sur la réactivité artérielle, au cours du diabète de type 2|Diabète de type 2| | | | | |Adults, Elderly|Male, Female|FR (Ongoing) |(No results available)

20170102_004904|4|Clinicaltrials|nc|takeda|131|Total number of trials|nc|nc|nc|nc|2013-001262-42|NTA1201|2013-12-10|National Stroke Research Institute|STOP-AUST|Intracerebral Haemorrhage|14.1|100000004852|10019551|Hemorrhage intracerebral|LLT|Adults, Elderly|Male, Female|FI (Ongoing) |(No results available)

20170102_004904|4|Clinicaltrials|nc|takeda|131|Total number of trials|nc|nc|nc|nc|2013-001262-42|NTA1201|2013-12-10|National Stroke Research Institute|STOP-AUST|Intracerebral Haemorrhage|14.1|100000004852|10022751|Intracerebral bleed|LLT|Adults, Elderly|Male, Female|FI (Ongoing) |(No results available)

20170102_004904|4|Clinicaltrials|nc|takeda|131|Total number of trials|nc|nc|nc|nc|2013-001262-42|NTA1201|2013-12-10|National Stroke Research Institute|STOP-AUST|Intracerebral Haemorrhage|14.1|100000004852|10055815|Haemorrhage intracerebral|LLT|Adults, Elderly|Male, Female|FI (Ongoing) |(No results available)

20170102_004904|4|Clinicaltrials|nc|takeda|131|Total number of trials|nc|nc|nc|nc|2013-001262-42|NTA1201|2013-12-10|National Stroke Research Institute|STOP-AUST|Intracerebral Haemorrhage|14.1|100000004852|10068342|Intracerebral haematoma|LLT|Adults, Elderly|Male, Female|FI (Ongoing) |(No results available)

20170102_004904|4|Clinicaltrials|nc|takeda|131|Total number of trials|nc|nc|nc|nc|2013-001262-42|NTA1201|2013-12-10|National Stroke Research Institute|STOP-AUST|Intracerebral Haemorrhage|14.1|100000004852|10022754|Intracerebral hemorrhage|LLT|Adults, Elderly|Male, Female|FI (Ongoing) |(No results available)

20170102_004904|4|Clinicaltrials|nc|takeda|131|Total number of trials|nc|nc|nc|nc|2013-001262-42|NTA1201|2013-12-10|National Stroke Research Institute|STOP-AUST|Intracerebral Haemorrhage|14.1|100000004852|10022753|Intracerebral haemorrhage|LLT|Adults, Elderly|Male, Female|FI (Ongoing) |(No results available)

20170102_004904|4|Clinicaltrials|nc|takeda|131|Total number of trials|nc|nc|nc|nc|2013-001262-42|NTA1201|2013-12-10|National Stroke Research Institute|STOP-AUST|Intracerebral Haemorrhage|14.1|100000004852|10068344|Intracerebral hematoma|LLT|Adults, Elderly|Male, Female|FI (Ongoing) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|132|Total number of trials|nc|nc|nc|nc|2006-001982-41|RAE04|2006-10-03|Bradford Teaching Hospitals NHS Foundation Trust|An evaluation of the safety and effectiveness of combination therapy using the thiazolidinedione pioglitazone alongside insulin in type 2 diabetes mellitus.|Type 2 Diabetes Mellitus|8.1| |10012601|Diabetes mellitus|LLT|Adults, Elderly|Male, Female|GB (Ongoing) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|133|Total number of trials|nc|nc|nc|nc|2008-000815-13|DIA-644-HOL-005-I|2008-09-29|Technical University Munich|Analysis of cerebral, renal, peripheral, and retinal hemodynamics in adults with type 2 diabetes before, during, and after administration of pioglitazone or placebo.|Considering the existing data, Actos (pioglitazone) is a promising candidate to improve hemodynamics of various vascular beds by positive effects on endothelial function. This study aims to analyse...|9.1| |10012601|Diabetes mellitus|LLT|Adults, Elderly|Male, Female|DE (Prematurely Ended) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|134|Total number of trials|nc|nc|nc|nc|2008-004112-13|33100|2009-06-26|Nottingham University|PPAR-gamma|Asthma|9.1| |10003553|Asthma|LLT|Adults, Elderly|Male, Female|GB (Ongoing) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|135|Total number of trials|nc|nc|nc|nc|2012-001348-24|3004|2012-09-10|Joslin Diabetes Center|A pilot study of allopurinol to prevent GFR loss in type 1 diabetes|Type 1 diabetes, microalbuminuria or macroalbuminuria and mildly impaired kidney function.| | | | | |Adults|Male, Female|DK (Prematurely Ended) |(No results available)

20170102_004904|0|Clinicaltrials|nc|takeda|136|Total number of trials|nc|nc|nc|nc|2013-000782-36|AGO/2013/002|2013-08-13|Ghent University Hospital|Effect of TachoSil® on incidence of symptomatic and radiographic lymphoceles after extended pelvic lymph node dissection in prostate and bladder cancer.|Patients with prostate cancer or bladder cancer, undergoing transperitoneal pelvic lymph node dissection.|14.1|100000004865|10057890|Lymph node dissection|LLT|Adults, Elderly|Male, Female|BE (Ongoing) |(No results available)

